municipio,ccaa,provincia,ph_medio,dureza_media,parametros_ok,parametros_fuera_rango,n_muestras,n_potable,no_potabilidad
ALDEALICES,Castilla y León,Soria,7.6,,40,1,1,0,1.3674401042500128
ALIAGA,Aragón,Teruel,7.85,295.5,100,2,8,6,1.3631555847734222
CANALEJAS DE PEÑAFIEL,Castilla y León,Valladolid,8.200000000000001,,100,2,7,5,1.3631555847734222
FITERO,"Navarra, Com. Foral de",Navarra,7.616666666666667,261.5,167,3,6,3,1.3610285884859985
POLOP,Comunitat Valenciana,Alicante/Alacant,7.792307692307692,197.5,390,6,53,47,1.359985518337998
CASTROPOL,"Asturias, Principado de",Asturias,7.35,,101,2,7,5,1.352735213342147
BERROCAL,Andalucía,Huelva,7.55,,101,2,6,5,1.352735213342147
ZARAGOZA,Aragón,Zaragoza,7.969037656903765,192.22727272727272,4443,48,241,207,1.3483051408189717
QUATRETONDETA,Comunitat Valenciana,Alicante/Alacant,8.0,241.5,41,1,2,1,1.3432857556048436
BENASQUE,Aragón,Huesca,8.216666666666667,,102,2,7,5,1.3424885625454397
TUDELA,"Navarra, Com. Foral de",Navarra,7.76421052631579,235.66666666666663,397,6,27,22,1.340266349916882
CAMPANARIO,Extremadura,Badajoz,7.43076923076923,160.0,171,3,15,13,1.3357205104974603
MORALES DE VALVERDE,Castilla y León,Zamora,6.666666666666667,,103,2,5,3,1.3324111697463048
MALLÉN,Aragón,Zaragoza,7.74,403.5,103,2,5,3,1.3324111697463048
PUERTO SERRANO,Andalucía,Cádiz,7.516666666666667,389.0,103,2,6,5,1.3324111697463048
ALZIRA,Comunitat Valenciana,Valencia/València,7.662790697674419,378.0,566,8,47,42,1.3284397297834185
VILLENA,Comunitat Valenciana,Alicante/Alacant,7.886363636363637,246.6,651,9,69,64,1.328267830878754
JEREZ DE LOS CABALLEROS,Extremadura,Badajoz,7.479999999999999,300.0,104,2,8,6,1.3224987267345016
CASTILLO DE VILLAMALEFA,Comunitat Valenciana,Castellón/Castelló,7.975,,104,2,5,3,1.3224987267345016
CASTILRUIZ,Castilla y León,Soria,7.425,,104,2,8,6,1.3224987267345016
RIBA (LA),Cataluña,Tarragona,7.833333333333333,,42,1,3,2,1.3200661513668352
VILLARES DE ÓRBIGO,Castilla y León,León,7.5,,42,1,8,7,1.3200661513668352
AÍNSA-SOBRARBE,Aragón,Huesca,7.266666666666667,,42,1,3,2,1.3200661513668352
CERVO,Galicia,Lugo,7.276666666666667,,325,5,16,12,1.3186632671311505
SALVATIERRA DE LOS BARROS,Extremadura,Badajoz,6.586486486486487,153.0,248,4,37,36,1.3174736877922666
BERROBI,País Vasco,Guipúzcoa,7.84,155.0,174,3,16,13,1.317402597531886
VILLALOBOS,Castilla y León,Zamora,7.677777777777777,384.0,105,2,12,10,1.312747073025482
BENIDORM,Comunitat Valenciana,Alicante/Alacant,8.053614457831326,371.0,1305,16,166,157,1.3057200945486689
POZOHONDO,Castilla - La Mancha,Albacete,7.640000000000001,342.6,176,3,7,4,1.3054919457545222
ALMORADÍ,Comunitat Valenciana,Alicante/Alacant,8.432038834951456,168.5,934,12,103,94,1.304010398280649
VIDAYANES,Castilla y León,Zamora,7.855555555555556,475.0,106,2,13,11,1.3031521895080953
BISBAL DE FALSET (LA),Cataluña,Tarragona,8.025,272.0,106,2,5,4,1.3031521895080953
HERMIGUA,Canarias,Santa Cruz de Tenerife,7.978947368421053,,106,2,20,19,1.3031521895080953
FRIGILIANA,Andalucía,Málaga,7.9625,345.0,106,2,9,7,1.3031521895080953
OSSO DE CINCA,Aragón,Huesca,7.949999999999999,,106,2,6,4,1.3031521895080953
VILLARRÍN DE CAMPOS,Castilla y León,Zamora,7.388888888888889,307.5,106,2,12,10,1.3031521895080953
HELLÍN,Castilla - La Mancha,Albacete,7.846153846153846,288.125,411,6,14,9,1.3026218919118178
GUIJUELO,Castilla y León,Salamanca,7.196153846153846,,177,3,18,16,1.2996242578164563
VILAFAMÉS,Comunitat Valenciana,Castellón/Castelló,7.58125,296.6666666666667,413,6,54,48,1.2974294129235495
FUENTE DE SAN ESTEBAN (LA),Castilla y León,Salamanca,7.691666666666666,375.25,253,4,19,16,1.296410798036175
PELEAS DE ABAJO,Castilla y León,Zamora,7.6,360.0,107,2,12,10,1.2937101924199312
ALDAIA,Comunitat Valenciana,Valencia/València,7.695652173913044,461.5,415,6,46,42,1.2922814210528293
ATZÚBIA (L'),Comunitat Valenciana,Alicante/Alacant,7.94,218.0,108,2,5,3,1.2844173276306363
ORISTÀ,Cataluña,Barcelona,8.266666666666667,250.0,108,2,7,6,1.2844173276306363
SAHAGÚN,Castilla y León,León,7.616666666666667,,108,2,15,13,1.2844173276306363
MATARÓ,Cataluña,Barcelona,7.848571428571429,153.0,1526,18,116,105,1.2840352209323822
SALVACAÑETE,Castilla - La Mancha,Cuenca,8.057142857142857,,180,3,7,4,1.282361251871062
RODA DE BERÀ,Cataluña,Tarragona,7.976190476190476,406.2,421,6,21,18,1.2770985658134937
CASTEJÓN DE ALARBA,Aragón,Zaragoza,8.1,370.0,44,1,4,3,1.2762137988296984
CAÑETE DE LAS TORRES,Andalucía,Córdoba,7.899999999999999,,44,1,3,2,1.2762137988296984
CONSELL,"Balears, Illes",Balears (Illes),7.7,,44,1,1,0,1.2762137988296984
PINÓS,Cataluña,Lleida,8.1,,44,1,2,1,1.2762137988296984
MARRACOS,Aragón,Zaragoza,8.2,,44,1,3,2,1.2762137988296984
VILLAFÁFILA,Castilla y León,Zamora,7.899999999999999,,44,1,4,3,1.2762137988296984
CAZALLA DE LA SIERRA,Andalucía,Sevilla,7.8,,44,1,6,5,1.2762137988296984
ALKIZA,País Vasco,Guipúzcoa,7.95,,44,1,2,1,1.2762137988296984
BUENAVISTA DE VALDAVIA,Castilla y León,Palencia,6.7,,44,1,9,8,1.2762137988296984
ALHAURÍN DE LA TORRE,Andalucía,Málaga,7.930000000000001,338.6666666666667,774,10,33,24,1.2753221398818382
MINAS DE RIOTINTO,Andalucía,Huelva,7.414285714285714,,109,2,8,6,1.2752699652148904
VALDEGOVÍA/GAUBEA,País Vasco,Alava,7.801818181818183,,595,8,64,57,1.2743431239671277
ULLÀ,Cataluña,Girona,7.534615384615385,410.0,508,7,111,108,1.2734780783991535
CABEZARRUBIAS DEL PUERTO,Castilla - La Mancha,Ciudad Real,7.433333333333333,,259,4,31,28,1.272079643303342
CULLA,Comunitat Valenciana,Castellón/Castelló,7.7813559322033905,271.5,597,8,64,57,1.2707861129393678
MURCIA,"Murcia, Región de",Murcia,8.285639999999999,241.6818181818182,3432,36,365,335,1.269283647452037
AGRES,Comunitat Valenciana,Alicante/Alacant,7.826666666666667,215.0,110,2,3,1,1.2662645942979482
CADRETE,Aragón,Zaragoza,8.206060606060607,151.5,183,3,33,30,1.265590794400303
PALLARESOS (ELS),Cataluña,Tarragona,7.79607843137255,420.0,690,9,53,50,1.2652301076264088
ROSES,Cataluña,Girona,7.25945945945946,227.5,342,5,45,42,1.2648852621990938
SANTA MARÍA DE GUÍA DE GRAN CANARIA,Canarias,Palmas (Las),7.837931034482759,,426,6,30,24,1.2647370266671851
PINÓS (EL)/PINOSO,Comunitat Valenciana,Alicante/Alacant,8.01,320.0,262,4,10,6,1.260281652270733
MADRIDEJOS,Castilla - La Mancha,Toledo,7.683333333333334,401.0,111,2,7,5,1.2573978181578305
FORMICHE ALTO,Aragón,Teruel,7.699999999999999,,45,1,4,3,1.255482913601106
VIÑUELA,Andalucía,Málaga,7.85,,186,3,9,8,1.2492914457524966
TREVÉLEZ,Andalucía,Granada,7.6,180.0,112,2,4,2,1.2486663495692762
HERRERA DE PISUERGA,Castilla y León,Palencia,8.025,168.5,112,2,10,8,1.2486663495692762
VALL D'ALBA,Comunitat Valenciana,Castellón/Castelló,7.707142857142857,257.6666666666667,522,7,65,58,1.2450890088607705
PANTOJA,Castilla - La Mancha,Toledo,7.35,149.0,59,1,2,1,1.2443851327099946
VENIALBO,Castilla y León,Zamora,7.300000000000001,165.5,113,2,11,9,1.2400670063755732
VILLALONSO,Castilla y León,Zamora,7.56,439.5,113,2,13,11,1.2400670063755732
ORIO,País Vasco,Guipúzcoa,7.87037037037037,175.0,351,5,28,24,1.2382870326782949
SALOBREÑA,Andalucía,Granada,7.914285714285714,255.6,268,4,17,14,1.2373834842319764
CRESPIÀ,Cataluña,Girona,7.3,492.0,46,1,2,1,1.2354896843323055
MEÑAKA,País Vasco,Vizcaya,7.45,,46,1,6,5,1.2354896843323055
VENTOSA DE LA CUESTA,Castilla y León,Valladolid,8.033333333333333,,46,1,5,4,1.2354896843323055
CARBONERAS DE GUADAZAÓN,Castilla - La Mancha,Cuenca,8.1,,46,1,3,2,1.2354896843323055
TERRASSA,Cataluña,Barcelona,7.742857142857143,,902,11,61,53,1.232138055082075
PINILLA DE TORO,Castilla y León,Zamora,7.479999999999999,337.0,114,2,14,12,1.2315967072752818
BADOLATOSA,Andalucía,Sevilla,7.775,398.6666666666667,114,2,4,2,1.2315967072752818
SAN BARTOLOMÉ DE TIRAJANA,Canarias,Palmas (Las),8.119170984455959,,2237,24,222,203,1.2298282513946852
CABANILLAS DEL CAMPO,Castilla - La Mancha,Guadalajara,8.129999999999999,,190,3,10,7,1.2282570837194289
ALMODÓVAR DEL RÍO,Andalucía,Córdoba,7.89375,406.5,271,4,19,15,1.2262692797928327
BEAS DE SEGURA,Andalucía,Jaén,7.782619047619048,426.5,356,5,42,40,1.2240258057809772
ARCAS,Castilla - La Mancha,Cuenca,7.583333333333333,392.0,115,2,6,4,1.223252467811709
FAYOS (LOS),Aragón,Zaragoza,8.433333333333334,300.0,115,2,9,7,1.223252467811709
VILLAJOYOSA/VILA JOIOSA (LA),Comunitat Valenciana,Alicante/Alacant,7.924615384615385,410.5,1009,12,130,121,1.2216581966086748
USERAS/USERES (LES),Comunitat Valenciana,Castellón/Castelló,7.444444444444445,271.0,358,5,38,34,1.2184202205861034
CASTELLOTE,Aragón,Teruel,8.033333333333333,260.2,192,3,11,8,1.218026459822427
RUBIELOS DE MORA,Aragón,Teruel,7.899999999999999,270.0,47,1,4,3,1.216193843159571
TAMAJÓN,Castilla - La Mancha,Guadalajara,7.140000000000001,,47,1,6,5,1.216193843159571
SALAS DE LOS INFANTES,Castilla y León,Burgos,7.0,,47,1,5,4,1.216193843159571
ORENDAIN,País Vasco,Guipúzcoa,8.1,147.0,128,1,11,10,1.2159923779599515
ALCALÁ DE LA SELVA,Aragón,Teruel,7.866666666666666,,116,2,9,7,1.215031396553779
MUELAS DEL PAN,Castilla y León,Zamora,7.544444444444445,,116,2,19,18,1.215031396553779
MEDINA SIDONIA,Andalucía,Cádiz,7.975,,275,4,16,14,1.2117827103589782
BONREPÒS I MIRAMBELL,Comunitat Valenciana,Valencia/València,7.445454545454546,470.0,194,3,23,21,1.2079797785850463
ALTAREJOS,Castilla - La Mancha,Cuenca,7.675,,117,2,5,3,1.2069306914576583
ALCARAZ,Castilla - La Mancha,Albacete,7.775,447.5,118,2,10,8,1.1989476363991851
VALDEFRESNO,Castilla y León,León,7.88,,118,2,30,28,1.1989476363991851
FALCES,"Navarra, Com. Foral de",Navarra,8.288888888888888,,118,2,9,8,1.1989476363991851
SAN MARTÍN DE VALDERADUEY,Castilla y León,Zamora,7.94,328.5,118,2,15,13,1.1989476363991851
CARCABOSO,Extremadura,Cáceres,7.425,,48,1,4,3,1.197558062886167
TRAGACETE,Castilla - La Mancha,Cuenca,7.899999999999999,,48,1,3,2,1.197558062886167
AGULO,Canarias,Santa Cruz de Tenerife,8.251851851851852,,280,4,30,26,1.1941878549863347
ARCOS (LOS),"Navarra, Com. Foral de",Navarra,7.724,,367,5,25,22,1.193866616863673
ARAMAIO,País Vasco,Alava,7.870833333333334,,367,5,28,25,1.193866616863673
LAGUARDIA,País Vasco,Alava,8.035294117647059,208.8571428571429,281,4,26,23,1.1907351180673371
CASTRILLÓN,"Asturias, Principado de",Asturias,7.868181818181818,169.5,369,5,27,23,1.1885546843523551
PALMA DE GANDÍA,Comunitat Valenciana,Valencia/València,7.818181818181818,300.0,198,3,24,21,1.188418141209225
TALLADA D'EMPORDÀ (LA),Cataluña,Girona,7.676666666666667,333.0,120,2,8,6,1.1833240218128895
FONT D'EN CARRÒS (LA),Comunitat Valenciana,Valencia/València,7.658333333333333,433.0,284,4,36,33,1.180505560023423
LAYANA,Aragón,Zaragoza,8.350000000000001,249.0,49,1,5,4,1.1795476898172976
ERRIGOITI,País Vasco,Vizcaya,8.033333333333333,,49,1,6,5,1.1795476898172976
OLBA,Aragón,Teruel,7.775,,49,1,6,5,1.1795476898172976
VILLASUR DE HERREROS,Castilla y León,Burgos,8.133333333333333,,49,1,9,8,1.1795476898172976
MALDÀ,Cataluña,Lleida,8.0,,49,1,2,1,1.1795476898172976
CARREÑO,"Asturias, Principado de",Asturias,7.3125,,200,3,8,5,1.1788935946945305
PUNTA UMBRÍA,Andalucía,Huelva,7.366666666666666,,201,3,21,19,1.1741933777511195
BURGO DE OSMA-CIUDAD DE OSMA,Castilla y León,Soria,8.195348837209302,273.0,376,5,66,64,1.170358387520979
MONTSERRAT,Comunitat Valenciana,Valencia/València,7.506944444444445,391.2,659,8,73,65,1.1701867778476722
SANT JULIÀ DEL LLOR I BONMATÍ,Cataluña,Girona,7.483333333333333,343.5,122,2,7,5,1.168140420315073
MORALES DE TORO,Castilla y León,Zamora,7.62,312.5,122,2,15,13,1.168140420315073
FONTANILLES,Cataluña,Girona,7.5,498.0,203,3,15,13,1.1649142994997164
ALGERRI,Cataluña,Lleida,8.149999999999999,,50,1,2,1,1.1621305054651256
BARBENS,Cataluña,Lleida,8.1,,50,1,2,1,1.1621305054651256
CAMÓS,Cataluña,Girona,7.65,,50,1,2,1,1.1621305054651256
OCAÑA,Castilla - La Mancha,Toledo,7.6,,50,1,2,1,1.1621305054651256
SAN CRISTÓBAL DE LA POLANTERA,Castilla y León,León,7.1,,50,1,12,11,1.1621305054651256
ESTELLA-LIZARRA,"Navarra, Com. Foral de",Navarra,7.507936507936508,,871,10,63,55,1.1547432558467865
FRUMALES,Castilla y León,Segovia,8.225,212.5,124,2,9,7,1.1533778777282355
AGONCILLO,"Rioja, La",Rioja (La),8.114285714285714,,124,2,8,6,1.1533778777282355
VILLAR DE DOMINGO GARCÍA,Castilla - La Mancha,Cuenca,8.0,,124,2,5,3,1.1533778777282355
PETRÉS,Comunitat Valenciana,Valencia/València,7.512,500.0,207,3,28,26,1.1468267428877283
CONSTANTÍ,Cataluña,Tarragona,7.722727272727273,393.0,480,6,210,207,1.1459748376078869
CILLEROS,Extremadura,Cáceres,7.3,,51,1,4,3,1.1452765135246503
PUEBLA DE YELTES,Castilla y León,Salamanca,7.25,,51,1,3,2,1.1452765135246503
ENCINA (LA),Castilla y León,Salamanca,7.1,,51,1,3,2,1.1452765135246503
ABENÓJAR,Castilla - La Mancha,Ciudad Real,7.833333333333333,384.0,51,1,5,4,1.1452765135246503
ARTZINIEGA,País Vasco,Alava,7.913636363636363,,208,3,24,21,1.1423999163992442
ALBAL,Comunitat Valenciana,Valencia/València,7.450877192982456,453.0,482,6,60,55,1.142034065681841
REALEJOS (LOS),Canarias,Santa Cruz de Tenerife,8.593181818181817,149.75,2338,22,365,352,1.140207928208285
ALPENS,Cataluña,Barcelona,7.663636363636363,470.0,126,2,26,25,1.1390185322722668
TOSOS,Aragón,Zaragoza,7.925,349.0,126,2,7,5,1.1390185322722668
MONTILLA,Andalucía,Córdoba,8.048571428571428,406.0,297,4,36,34,1.138291099808944
PINOS PUENTE,Andalucía,Granada,8.319565217391304,307.77777777777777,487,6,49,43,1.1323087151053002
NUEVA CARTEYA,Andalucía,Córdoba,7.959999999999999,414.0,127,2,6,4,1.1319847559199028
TARAZONA,Aragón,Zaragoza,7.6,,127,2,10,8,1.1319847559199028
VIANA,"Navarra, Com. Foral de",Navarra,7.7,,392,5,28,25,1.1309418146003347
MURLA,Comunitat Valenciana,Alicante/Alacant,8.133333333333333,189.0,52,1,3,2,1.1289577490276248
BLANCAFORT,Cataluña,Tarragona,7.966666666666666,,52,1,3,2,1.1289577490276248
TARDÁGUILA,Castilla y León,Salamanca,7.8,,52,1,4,3,1.1289577490276248
LOSACIO,Castilla y León,Zamora,7.1,,52,1,6,5,1.1289577490276248
MADROÑAL,Castilla y León,Salamanca,7.1,,52,1,4,3,1.1289577490276248
HORTA DE SANT JOAN,Cataluña,Tarragona,7.8,257.0,52,1,3,2,1.1289577490276248
BERROCALEJO DE ARAGONA,Castilla y León,Avila,7.300000000000001,,52,1,4,3,1.1289577490276248
MONLEÓN,Castilla y León,Salamanca,7.25,,52,1,4,3,1.1289577490276248
GARCIBUEY,Castilla y León,Salamanca,6.85,,52,1,4,3,1.1289577490276248
SANCHOTELLO,Castilla y León,Salamanca,6.85,,52,1,4,3,1.1289577490276248
SAN SALVADOR,Castilla y León,Valladolid,7.979999999999999,,52,1,9,8,1.1289577490276248
COGOLLOS DE LA VEGA,Andalucía,Granada,8.567441860465117,207.66666666666663,393,5,45,40,1.1285731313234668
TORREMOLINOS,Andalucía,Málaga,7.984210526315789,,588,7,40,33,1.1276895294821203
ROCIANA DEL CONDADO,Andalucía,Huelva,7.5,,128,2,6,4,1.125045536123343
ÓLVEGA,Castilla y León,Soria,7.666923076923077,159.0,213,3,23,22,1.1208119486542625
BETETA,Castilla - La Mancha,Cuenca,7.88,,129,2,6,4,1.118198913569398
NULLES,Cataluña,Tarragona,7.8,438.0,129,2,8,7,1.118198913569398
CHIRIVEL,Andalucía,Almería,7.633333333333334,,129,2,7,6,1.118198913569398
DICASTILLO,"Navarra, Com. Foral de",Navarra,7.8625,,214,3,16,14,1.1166003586428983
PREMIÀ DE MAR,Cataluña,Barcelona,7.859999999999999,148.0,391,3,270,267,1.1162009968372688
VILLAR DEL COBO,Aragón,Teruel,7.9,,53,1,2,1,1.11314810700902
MAGAÑA,Castilla y León,Soria,7.65,,53,1,5,4,1.11314810700902
PALACIOSRUBIOS,Castilla y León,Salamanca,7.949999999999999,,53,1,5,4,1.11314810700902
MADRIGAL DEL MONTE,Castilla y León,Burgos,7.9,,53,1,4,3,1.11314810700902
FUENTECANTOS,Castilla y León,Soria,7.4,,53,1,5,4,1.11314810700902
SIETEIGLESIAS DE TORMES,Castilla y León,Salamanca,6.65,,53,1,5,4,1.11314810700902
SAN ESTEBAN DE LA SIERRA,Castilla y León,Salamanca,7.050000000000001,,53,1,5,4,1.11314810700902
NOGUERUELAS,Aragón,Teruel,8.149999999999999,,53,1,2,1,1.11314810700902
URONES DE CASTROPONCE,Castilla y León,Valladolid,8.25,,53,1,5,4,1.11314810700902
CUERVO (EL),Aragón,Teruel,7.75,,53,1,2,1,1.11314810700902
CIUTADILLA,Cataluña,Lleida,7.5,,53,1,2,1,1.11314810700902
PERALEJOS,Aragón,Teruel,7.65,,53,1,2,1,1.11314810700902
HINOJOSA DEL CAMPO,Castilla y León,Soria,8.0,,53,1,5,4,1.11314810700902
PERALES DEL ALFAMBRA,Aragón,Teruel,7.7,,53,1,2,1,1.11314810700902
VALDERREY,Castilla y León,León,7.1,,53,1,9,8,1.11314810700902
MASEGOSO,Castilla - La Mancha,Albacete,7.5,292.0,53,1,2,1,1.11314810700902
DARRO,Andalucía,Granada,7.8,376.6666666666667,130,2,13,12,1.111442983686762
HARANA/VALLE DE ARANA,País Vasco,Alava,8.18888888888889,,130,2,11,9,1.111442983686762
ESCUCHA,Aragón,Teruel,7.859999999999999,332.5,131,2,7,5,1.104775894725769
ALGODONALES,Andalucía,Cádiz,7.5625,487.0,131,2,9,8,1.104775894725769
CAMPRODON,Cataluña,Girona,8.05,290.0,310,4,63,60,1.0992177016864269
LLANARS,Cataluña,Girona,7.979999999999999,170.0,132,2,6,4,1.0981958459190513
TORRELLES DE LLOBREGAT,Cataluña,Barcelona,7.442857142857143,365.0,132,2,11,10,1.0981958459190513
SINGRA,Aragón,Teruel,7.800000000000001,,54,1,2,1,1.0978231883823135
CEBRONES DEL RÍO,Castilla y León,León,6.85,,54,1,4,3,1.0978231883823135
MANCERA DE ABAJO,Castilla y León,Salamanca,7.5,,54,1,6,5,1.0978231883823135
HIGUERAS,Comunitat Valenciana,Castellón/Castelló,8.15,,54,1,3,2,1.0978231883823135
VILLAFLOR,Castilla y León,Avila,7.35,,54,1,4,3,1.0978231883823135
PALOMAR DE ARROYOS,Aragón,Teruel,8.149999999999999,,54,1,2,1,1.0978231883823135
SAN AGUSTÍN,Aragón,Teruel,7.699999999999999,,54,1,2,1,1.0978231883823135
CASTELLFORT,Comunitat Valenciana,Castellón/Castelló,8.1,,54,1,3,2,1.0978231883823135
CASTELLONET DE LA CONQUESTA,Comunitat Valenciana,Valencia/València,7.95,,54,1,2,1,1.0978231883823135
VILLAFRANCA DEL CAMPO,Aragón,Teruel,7.65,,54,1,2,1,1.0978231883823135
SAN MARTÍN DEL RÍO,Aragón,Teruel,7.65,,54,1,2,1,1.0978231883823135
MUDÁ,Castilla y León,Palencia,8.149999999999999,,54,1,6,5,1.0978231883823135
BARRACAS,Comunitat Valenciana,Castellón/Castelló,8.1,,54,1,3,2,1.0978231883823135
SANTA COLOMBA DE CURUEÑO,Castilla y León,León,7.25,,54,1,14,13,1.0978231883823135
NAVARREDONDILLA,Castilla y León,Avila,7.25,,54,1,6,5,1.0978231883823135
CHÓVAR,Comunitat Valenciana,Castellón/Castelló,7.550000000000001,,54,1,3,2,1.0978231883823135
CENTENERA DE ANDALUZ,Castilla y León,Soria,7.8,,54,1,6,5,1.0978231883823135
POZUEL DEL CAMPO,Aragón,Teruel,7.800000000000001,,54,1,2,1,1.0978231883823135
ANNA,Comunitat Valenciana,Valencia/València,7.399999999999999,246.5,54,1,3,2,1.0978231883823135
CEDILLO DEL CONDADO,Castilla - La Mancha,Toledo,7.15,,54,1,2,1,1.0978231883823135
AÍN,Comunitat Valenciana,Castellón/Castelló,8.2,,54,1,3,2,1.0978231883823135
TORRE LOS NEGROS,Aragón,Teruel,8.1,,54,1,2,1,1.0978231883823135
BENAFER,Comunitat Valenciana,Castellón/Castelló,7.9,,54,1,3,2,1.0978231883823135
GINESTAR,Cataluña,Tarragona,7.85,,54,1,2,1,1.0978231883823135
COBOS DE CERRATO,Castilla y León,Palencia,7.95,,54,1,5,4,1.0978231883823135
BAÑOS DE VALDEARADOS,Castilla y León,Burgos,7.85,,54,1,7,6,1.0978231883823135
KUARTANGO,País Vasco,Alava,7.884782608695652,,506,6,50,45,1.0969234884089245
RIUDECANYES,Cataluña,Tarragona,8.25,376.0,614,7,207,201,1.087695184762663
ESCALA (L'),Cataluña,Girona,7.491269841269841,429.5,939,10,209,200,1.0837400397146342
JAVIER,"Navarra, Com. Foral de",Navarra,8.25,,55,1,2,1,1.0829601610271116
DONVIDAS,Castilla y León,Avila,8.05,,55,1,5,4,1.0829601610271116
CASAS BAJAS,Comunitat Valenciana,Valencia/València,8.0,,55,1,2,1,1.0829601610271116
VELILLA DE LOS AJOS,Castilla y León,Soria,7.7,,55,1,6,5,1.0829601610271116
TORREBAJA,Comunitat Valenciana,Valencia/València,7.9,,55,1,2,1,1.0829601610271116
CANTIVEROS,Castilla y León,Avila,7.8,,55,1,5,4,1.0829601610271116
GALVE,Aragón,Teruel,7.65,,55,1,3,2,1.0829601610271116
LIÉDENA,"Navarra, Com. Foral de",Navarra,8.2,,55,1,2,1,1.0829601610271116
FRECHILLA,Castilla y León,Palencia,7.85,,55,1,6,5,1.0829601610271116
ESLAVA,"Navarra, Com. Foral de",Navarra,8.2,,55,1,2,1,1.0829601610271116
COAÑA,"Asturias, Principado de",Asturias,7.220000000000001,,55,1,6,5,1.0829601610271116
GALLIPIENZO/GALIPENTZU,"Navarra, Com. Foral de",Navarra,8.2,,55,1,2,1,1.0829601610271116
BERGA,Cataluña,Barcelona,7.942857142857142,270.3333333333333,316,4,73,69,1.0821452105868778
CHICLANA DE SEGURA,Andalucía,Jaén,8.098181818181818,157.0,619,7,45,41,1.0803504580933811
BALSA DE VES,Castilla - La Mancha,Albacete,7.92,220.66666666666663,135,2,7,5,1.0789606609833295
HUÉTOR TÁJAR,Andalucía,Granada,8.18888888888889,,135,2,9,7,1.0789606609833295
OSSA DE MONTIEL,Castilla - La Mancha,Albacete,7.659999999999999,342.5,135,2,6,4,1.0789606609833295
POLLENÇA,"Balears, Illes",Balears (Illes),7.354545454545455,,135,2,11,9,1.0789606609833295
PUEBLA DE ALFINDÉN (LA),Aragón,Zaragoza,8.133333333333333,,135,2,10,8,1.0789606609833295
SUNYER,Cataluña,Lleida,8.014285714285714,264.5,136,2,23,21,1.0727117245936286
CAÑIZARES,Castilla - La Mancha,Cuenca,7.899999999999999,,136,2,6,4,1.0727117245936286
CARRIÓN DE CALATRAVA,Castilla - La Mancha,Ciudad Real,7.802368421052631,161.16666666666666,418,5,40,36,1.072647775750347
REQUENA,Comunitat Valenciana,Valencia/València,7.512,382.5,734,8,56,50,1.0691152632966727
SAN JUAN DE GREDOS,Castilla y León,Avila,7.65,,56,1,8,7,1.0685376343543207
FRONTERA (LA),Castilla - La Mancha,Cuenca,7.9,,56,1,2,1,1.0685376343543207
VILLALBA DE LA SIERRA,Castilla - La Mancha,Cuenca,8.05,,56,1,2,1,1.0685376343543207
GERIA,Castilla y León,Valladolid,7.9,,56,1,8,7,1.0685376343543207
ALDEASECA,Castilla y León,Avila,8.05,,56,1,6,5,1.0685376343543207
SALAS,"Asturias, Principado de",Asturias,6.95,,56,1,4,3,1.0685376343543207
PALACIOS DE LA VALDUERNA,Castilla y León,León,6.85,,56,1,6,5,1.0685376343543207
VILLAESCUSA DE HARO,Castilla - La Mancha,Cuenca,7.65,,56,1,2,1,1.0685376343543207
EZPROGUI,"Navarra, Com. Foral de",Navarra,8.3,,56,1,3,2,1.0685376343543207
CIERVA (LA),Castilla - La Mancha,Cuenca,7.75,,56,1,2,1,1.0685376343543207
ARGUISUELAS,Castilla - La Mancha,Cuenca,7.8,,56,1,2,1,1.0685376343543207
SANT MIQUEL DE CAMPMAJOR,Cataluña,Girona,7.533333333333334,447.0,56,1,5,4,1.0685376343543207
SANTO TOMÉ DE ZABARCOS,Castilla y León,Avila,7.550000000000001,,56,1,6,5,1.0685376343543207
VILLAR DEL HUMO,Castilla - La Mancha,Cuenca,8.0,,56,1,2,1,1.0685376343543207
GÚDAR,Aragón,Teruel,7.95,,56,1,2,1,1.0685376343543207
SAN PEDRO DE MÉRIDA,Extremadura,Badajoz,8.033333333333333,190.0,56,1,4,3,1.0685376343543207
CAPAFONTS,Cataluña,Tarragona,8.133333333333333,211.0,56,1,4,3,1.0685376343543207
VALPALMAS,Aragón,Zaragoza,8.350000000000001,,56,1,2,1,1.0685376343543207
NARBONETA,Castilla - La Mancha,Cuenca,8.05,,56,1,2,1,1.0685376343543207
CARRASCOSA DE HARO,Castilla - La Mancha,Cuenca,7.9,,56,1,2,1,1.0685376343543207
POBLA TORNESA (LA),Comunitat Valenciana,Castellón/Castelló,7.615151515151515,262.25,321,4,38,34,1.0683502857907767
HERNIALDE,País Vasco,Guipúzcoa,8.0375,168.5,227,3,17,14,1.064820856406438
MADRIGAL DE LAS ALTAS TORRES,Castilla y León,Avila,7.68108108108108,152.0,323,4,44,41,1.062938276767733
MASSANES,Cataluña,Girona,7.575,170.25,138,2,9,7,1.0604485479381789
SIERO,"Asturias, Principado de",Asturias,7.685,,324,4,22,20,1.0602544666034217
SANT ANTONI DE VILAMAJOR,Cataluña,Barcelona,7.9,148.33333333333334,233,2,14,13,1.058621554305868
SANTA MARÍA DE HUERTA,Castilla y León,Soria,7.75,,57,1,6,5,1.0545355458376862
SEU D'URGELL (LA),Cataluña,Lleida,7.8,,57,1,2,1,1.0545355458376862
