municipio,CODAUTO,CPRO,CMUN,provincia,longitud,latitud,generacion_litros,generacion_norm,no_potabilidad
BENAHADUX,1,4,24,Almería,"-2,476328","36,913509",15.1,0.7784618890909208,56.21705973241391
ARÁNDIGA,2,50,32,Zaragoza,"-1,501987","41,518785",8.0,0.217576412869774,56.21634916102482
AGÓN,2,50,3,Zaragoza,"-1,435239","41,846691",8.0,0.217576412869774,55.87252078358838
SORBAS,1,4,86,Almería,"-2,145385","37,097188",15.1,0.7784618890909208,54.68119659357444
ALBOX,1,4,6,Almería,"-2,149998","37,390603",15.1,0.7784618890909208,54.33886733596066
AUÑÓN,8,19,45,Guadalajara,"-2,779169","40,513219",6.8,0.1227788675929605,54.26932029129517
CABRERA D'ANOIA,9,8,28,Barcelona,"1,710683","41,488917",12.4,0.5651674122180903,53.442229890404725
VILAFRANCA DE BONANY,4,7,65,"Balears, Illes","3,088606","39,567582",14.5,0.731063116452514,53.348978560030815
FUENTES CLARAS,2,44,112,Teruel,"-1,323005","40,863521",5.245796875,0.0,53.2596654948569
VALDEGANGA,8,2,75,Albacete,"-1,667644","39,10489",7.2,0.1543780493518983,53.182556081935
VILLARALBO,7,49,261,Zamora,"-5,669822","41,496597",8.4,0.2491755946287118,51.64329340373257
GANDESA,9,43,64,Tarragona,"0,408764","41,067356",13.112731000000004,0.6214717032536644,51.11186254884529
BISIMBRE,2,50,52,Zaragoza,"-1,413241","41,855561",8.0,0.217576412869774,49.2186116817281
ALICÚN DE ORTEGA,1,18,15,Granada,"-3,161175","37,60867",7.7,0.1938770265505707,48.885281350062144
BENIMARFULL,10,3,38,Alicante/Alacant,"-0,391568","38,775334",14.3,0.7152635255730452,47.884703072118654
CASINOS,10,46,89,Valencia/València,"-0,713001","39,712414",14.060594425,0.696350974876725,46.7763971797506
ALCALÁ LA REAL,1,23,2,Jaén,"-3,931479","37,461914",8.4,0.2491755946287118,46.48033703872998
BALANEGRA,1,4,904,Almería,"-2,909898","36,747719",15.1,0.7784618890909208,46.04220169896836
RÁGOL,1,4,77,Almería,"-2,693767","37,000181",15.1,0.7784618890909208,45.80204992010231
EMPERADOR,10,46,117,Valencia/València,"-0,338699","39,553891",14.060594425,0.696350974876725,45.76942720722688
UNDUÉS DE LERDA,2,50,268,Zaragoza,"-1,152981","42,577971",8.0,0.217576412869774,45.58172282861777
TOGA,10,12,113,Castellón/Castelló,"-0,375875","40,05155",13.7,0.6678647529346383,45.49216842719171
OSEJA,2,50,198,Zaragoza,"-1,699236","41,606713",8.0,0.217576412869774,45.46366887135926
MURAS,12,27,33,Lugo,"-7,664755","43,481041",12.157181250000002,0.5459852276787703,43.36406437376659
SANTA MARÍA DEL CAMPO RUS,8,16,195,Cuenca,"-2,42385","39,55434",6.2,0.0753800949545537,43.36249951345984
MAIÀ DE MONTCAL,9,17,98,Girona,"2,749226","42,211184",11.1,0.4624700715015423,43.07001769637424
FORNELOS DE MONTES,12,36,19,Pontevedra,"-8,399129","42,337456",16.389997500000003,0.8803690527686096,42.84117511083552
ANTAS DE ULLA,12,27,3,Lugo,"-7,890129","42,783708",12.157181250000002,0.5459852276787703,42.017038243341496
MANCHONES,2,50,161,Zaragoza,"-1,454616","41,154624",8.0,0.217576412869774,41.95445779379957
ALMAGRO,8,13,13,Ciudad Real,"-3,708721","38,889211",8.8,0.2807747763876498,41.77403436291067
SAN MARTÍN DE LA VIRGEN DE MONCAYO,2,50,234,Zaragoza,"-1,792079","41,835066",8.0,0.217576412869774,41.71725856845153
MÓRA LA NOVA,9,43,94,Tarragona,"0,665928","41,105201",13.112731000000004,0.6214717032536644,41.52434216031188
INSTINCIÓN,1,4,55,Almería,"-2,686291","36,966378",15.1,0.7784618890909208,41.47461835190038
LOUSAME,12,15,42,"Coruña, A","-8,847233","42,764021",16.2,0.8653596389279997,41.39090339514134
NONASPE,2,50,189,Zaragoza,"0,243079","41,21234",8.0,0.217576412869774,41.33423308850771
MARÇÀ,9,43,76,Tarragona,"0,801778","41,126583",13.112731000000004,0.6214717032536644,41.33010873063908
IRIXOA,12,15,39,"Coruña, A","-8,069911","43,285355",16.2,0.8653596389279997,41.32701364373387
QUINTANAR DE LA ORDEN,8,45,142,Toledo,"-3,045057","39,566547",8.060300000000002,0.222339989519934,40.46408424497584
CHANTADA,12,27,16,Lugo,"-7,785253","42,611443",12.157181250000002,0.5459852276787703,40.405411402563054
VILLARTA,8,16,271,Cuenca,"-1,649603","39,442794",6.2,0.0753800949545537,40.38765924381102
LUESIA,2,50,148,Zaragoza,"-1,017148","42,367219",8.0,0.217576412869774,40.23320584028512
RIÓS,12,32,71,Ourense,"-7,275161","41,973101",15.9835,0.8482565818009747,40.22161246699357
SAN BARTOLOMÉ DE PINARES,7,5,201,Ávila,"-4,483304","40,538474",6.4,0.0911796858340227,40.2159701572401
VIVEROS,8,2,85,Albacete,"-2,574777","38,800277",7.2,0.1543780493518983,39.79664097613696
TORREHERMOSA,2,50,259,Zaragoza,"-2,126586","41,241924",8.0,0.217576412869774,39.78673839400248
ÁLORA,1,29,12,Málaga,"-4,704213","36,828328",14.873976250000004,0.7606064751957043,39.78181759480052
FOZ,12,27,19,Lugo,"-7,267166","43,564277",12.157181250000002,0.5459852276787703,39.58560223270284
CASPE,2,50,74,Zaragoza,"-0,028449","41,22943",8.0,0.217576412869774,39.20266787439181
SANTA MARÍA DE LOS CABALLEROS,7,5,226,Ávila,"-5,45496","40,386332",6.4,0.0911796858340227,39.15109708234446
MONDARIZ-BALNEARIO,12,36,31,Pontevedra,"-8,471313","42,221871",16.389997500000003,0.8803690527686096,38.97416519336484
SANTIAGO DEL COLLADO,7,5,228,Ávila,"-5,338708","40,427231",6.4,0.0911796858340227,38.56302667640087
CASAS DE HARO,8,16,64,Cuenca,"-2,261343","39,294282",6.2,0.0753800949545537,38.4333341040357
RUENTE,6,39,66,Cantabria,"-4,238934","43,237526",15.6,0.8179608662895931,38.385710327368
SAN MIGUEL DE CORNEJA,7,5,217,Ávila,"-5,279084","40,491594",6.4,0.0911796858340227,38.36457376843867
COVELO,12,36,13,Pontevedra,"-8,321869","42,270078",16.389997500000003,0.8803690527686096,38.18292684121579
VALDÉS,3,33,34,Asturias,"-6,533096","43,546026",13.4,0.6441653666154349,37.94483756326229
BUEU,12,36,4,Pontevedra,"-8,786348","42,323243",16.389997500000003,0.8803690527686096,37.86075633824187
LOBERA DE ONSELLA,2,50,142,Zaragoza,"-1,0104","42,475099",8.0,0.217576412869774,37.80027635899509
RIANXO,12,15,72,"Coruña, A","-8,814254","42,652822",16.2,0.8653596389279997,37.78028830924865
XOVE,12,27,25,Lugo,"-7,501942","43,692609",12.157181250000002,0.5459852276787703,37.76556777595743
FISTERRA,12,15,37,"Coruña, A","-9,26911","42,910613",16.2,0.8653596389279997,37.3663312722003
POIO,12,36,41,Pontevedra,"-8,659387","42,429418",16.389997500000003,0.8803690527686096,37.27582232097973
MONTERREI,12,32,50,Ourense,"-7,494451","41,968169",15.9835,0.8482565818009747,37.23695665116072
TOURO,12,15,85,"Coruña, A","-8,316158","42,855007",16.2,0.8653596389279997,37.23587824583493
RAIRIZ DE VEIGA,12,32,67,Ourense,"-7,855092","42,090954",15.9835,0.8482565818009747,37.05434356168771
FONTANAREJO,8,13,41,Ciudad Real,"-4,512339","39,206709",8.8,0.2807747763876498,37.03727667761533
DAROCA,2,50,94,Zaragoza,"-1,391758","41,117081",8.0,0.217576412869774,36.84380821766071
PUEBLA DE DON RODRIGO,8,13,68,Ciudad Real,"-4,66172","39,1055",8.8,0.2807747763876498,36.82553629283512
TRUJILLO,11,10,195,Cáceres,"-5,845498","39,410437",8.5,0.2570753900684464,36.78426665381545
REDONDELA,12,36,45,Pontevedra,"-8,607129","42,287514",16.389997500000003,0.8803690527686096,36.53222304617629
JARANDILLA DE LA VERA,11,10,105,Cáceres,"-5,659189","40,129714",8.5,0.2570753900684464,36.49723350923891
SAN CRISTÓBAL DE SEGOVIA,7,40,906,Segovia,"-4,071587","40,955893",7.610332400000002,0.1867934695748514,36.39317754635601
DODRO,12,15,33,"Coruña, A","-8,682062","42,726004",16.2,0.8653596389279997,36.36876921522801
GOMESENDE,12,32,33,Ourense,"-8,098713","42,188896",15.9835,0.8482565818009747,36.23059917752808
CHULILLA,10,46,112,Valencia/València,"-0,858972","39,651789",14.060594425,0.696350974876725,36.22952221857522
PUERTO CASTILLA,7,5,192,Ávila,"-5,632531","40,2721",6.4,0.0911796858340227,36.16975740343513
SANTO TOMÉ DEL PUERTO,7,40,191,Segovia,"-3,589271","41,182253",7.610332400000002,0.1867934695748514,36.05242901301904
ARENAS DE SAN PEDRO,7,5,14,Ávila,"-5,085103","40,208182",6.4,0.0911796858340227,35.99474289849915
TRESCASAS,7,40,207,Segovia,"-3,997819","40,95045",7.610332400000002,0.1867934695748514,35.9170555968168
FOLGOSO DO COUREL,12,27,17,Lugo,"-7,174827","42,612658",12.157181250000002,0.5459852276787703,35.90029709164557
PALAZUELOS DE ERESMA,7,40,155,Segovia,"-3,996163","40,924192",7.610332400000002,0.1867934695748514,35.88192103107258
MONTUÏRI,4,7,38,"Balears, Illes","2,983946","39,569429",14.5,0.731063116452514,35.8359948215737
SOLANA DE ÁVILA,7,5,236,Ávila,"-5,646713","40,330687",6.4,0.0911796858340227,35.82812149468902
SAN GARCÍA DE INGELMOS,7,5,209,Ávila,"-5,113811","40,764019",6.4,0.0911796858340227,35.65549351381022
CARTELLE,12,32,20,Ourense,"-8,06234","42,258064",15.9835,0.8482565818009747,35.60845132564305
HORCAJO DE LOS MONTES,8,13,49,Ciudad Real,"-4,638463","39,36124",8.8,0.2807747763876498,35.49700668233667
TABOADA,12,27,60,Lugo,"-7,783514","42,711898",12.157181250000002,0.5459852276787703,35.46817825946171
PONTEDEVA,12,32,64,Ourense,"-8,139794","42,168648",15.9835,0.8482565818009747,35.45682157832824
REAL SITIO DE SAN ILDEFONSO,7,40,181,Segovia,"-4,01209","40,903264",7.610332400000002,0.1867934695748514,35.40257215760472
LANTEIRA,1,18,117,Granada,"-3,138382","37,147288",7.7,0.1938770265505707,35.400530206018296
BEADE,12,32,10,Ourense,"-8,133476","42,325214",15.9835,0.8482565818009747,35.37724384742636
HERVÁS,11,10,96,Cáceres,"-5,838022","40,253728",8.5,0.2570753900684464,35.36683587685748
RIBEIRA,12,15,73,"Coruña, A","-8,987634","42,567553",16.2,0.8653596389279997,35.36527988047282
MEIS,12,36,28,Pontevedra,"-8,745171","42,464833",16.389997500000003,0.8803690527686096,35.35619326322737
ARANGA,12,15,3,"Coruña, A","-8,012752","43,222762",16.2,0.8653596389279997,35.301294284994995
OUROL,12,27,38,Lugo,"-7,642446","43,560509",12.157181250000002,0.5459852276787703,35.29101223393218
VIANA DO BOLO,12,32,86,Ourense,"-7,08286","42,201755",15.9835,0.8482565818009747,35.209207619375505
CABANA DE BERGANTIÑOS,12,15,14,"Coruña, A","-8,91638","43,212861",16.2,0.8653596389279997,35.18577024556975
SAN CRISTOVO DE CEA,12,32,76,Ourense,"-7,946541","42,521831",15.9835,0.8482565818009747,35.11276734510648
MONDARIZ,12,36,30,Pontevedra,"-8,428302","42,228642",16.389997500000003,0.8803690527686096,35.11099095236713
BANDE,12,32,6,Ourense,"-7,97116","42,031544",15.9835,0.8482565818009747,35.105998355166065
COSTITX,4,7,17,"Balears, Illes","2,949319","39,65543",14.5,0.731063116452514,35.098874511406294
ZAS,12,15,93,"Coruña, A","-8,927887","43,08823",16.2,0.8653596389279997,35.0884248082295
XINZO DE LIMIA,12,32,32,Ourense,"-7,720909","42,074847",15.9835,0.8482565818009747,35.07054974154419
ARIZA,2,50,34,Zaragoza,"-2,044903","41,323373",8.0,0.217576412869774,35.05129455802725
DOZÓN,12,36,16,Pontevedra,"-8,046807","42,590229",16.389997500000003,0.8803690527686096,35.050436770774304
MUÍÑOS,12,32,51,Ourense,"-7,961724","41,933548",15.9835,0.8482565818009747,35.02502601963218
VALDEMANCO DEL ESTERAS,8,13,86,Ciudad Real,"-4,742096","38,954451",8.8,0.2807747763876498,35.020835299500206
CAMBADOS,12,36,6,Pontevedra,"-8,814514","42,504882",16.389997500000003,0.8803690527686096,34.96870123542229
CERDEDO-COTOBADE,12,36,902,Pontevedra,"-8,43835","42,487497",16.389997500000003,0.8803690527686096,34.96650743634639
FRIOL,12,27,20,Lugo,"-7,761649","43,01415",12.157181250000002,0.5459852276787703,34.95432006988448
NAVACEPEDILLA DE CORNEJA,7,5,151,Ávila,"-5,162674","40,487847",6.4,0.0911796858340227,34.948177359591256
PUEBLA DE SANABRIA,7,49,166,Zamora,"-6,598887","42,009112",8.4,0.2491755946287118,34.909292110342605
SOUTOMAIOR,12,36,53,Pontevedra,"-8,565457","42,345994",16.389997500000003,0.8803690527686096,34.893949912846146
RIAZA,7,40,170,Segovia,"-3,395975","41,29893",7.610332400000002,0.1867934695748514,34.86732672864415
LITUÉNIGO,2,50,141,Zaragoza,"-1,770855","41,831161",8.0,0.217576412869774,34.844004713437776
PLASENCIA,11,10,148,Cáceres,"-6,086956","40,030824",8.5,0.2570753900684464,34.76149979255214
VAL DO DUBRA,12,15,88,"Coruña, A","-8,639465","43,025832",16.2,0.8653596389279997,34.75009107224668
VILLAMAYOR DE CALATRAVA,8,13,91,Ciudad Real,"-4,183793","38,796607",8.8,0.2807747763876498,34.745392275559226
PERANZANES,7,24,112,León,"-6,648949","42,878881",8.6,0.2649751855081808,34.68090314612167
PONTEAREAS,12,36,42,Pontevedra,"-8,503866","42,179736",16.389997500000003,0.8803690527686096,34.67611176874284
PÓRTUGOS,1,18,163,Granada,"-3,305872","36,972089",7.7,0.1938770265505707,34.62258872223978
ROIS,12,15,74,"Coruña, A","-8,697586","42,765578",16.2,0.8653596389279997,34.58527717246679
CUDILLERO,3,33,21,Asturias,"-6,148069","43,559521",13.4,0.6441653666154349,34.542000143324074
MOAÑA,12,36,29,Pontevedra,"-8,737825","42,279207",16.389997500000003,0.8803690527686096,34.51012537724662
CASTELLGALÍ,9,8,61,Barcelona,"1,82744","41,677434",12.4,0.5651674122180903,34.50154013163443
CHANDREXA DE QUEIXA,12,32,29,Ourense,"-7,375936","42,250697",15.9835,0.8482565818009747,34.47135471918251
MEDINILLA,7,5,124,Ávila,"-5,603166","40,451453",6.4,0.0911796858340227,34.46980270368248
NEDA,12,15,55,"Coruña, A","-8,16042","43,497435",16.2,0.8653596389279997,34.45478297054821
CARNOTA,12,15,20,"Coruña, A","-9,084953","42,822065",16.2,0.8653596389279997,34.452780399333605
COIRÓS,12,15,27,"Coruña, A","-8,138435","43,241819",16.2,0.8653596389279997,34.41362893265209
PORTO DO SON,12,15,71,"Coruña, A","-9,00726","42,723833",16.2,0.8653596389279997,34.32565912381767
CASTROVERDE,12,27,11,Lugo,"-7,320713","43,061212",12.157181250000002,0.5459852276787703,34.30432006988448
MAZARICOS,12,15,45,"Coruña, A","-8,987588","42,963153",16.2,0.8653596389279997,34.28964108391984
SANTA COMBA,12,15,77,"Coruña, A","-8,793145","43,023119",16.2,0.8653596389279997,34.24724051943029
CALVOS DE RANDÍN,12,32,16,Ourense,"-7,856777","41,934701",15.9835,0.8482565818009747,34.20205883829454
SAN MARTÍN DE LA VEGA DEL ALBERCHE,7,5,215,Ávila,"-5,176643","40,427125",6.4,0.0911796858340227,34.180556866333475
LAROUCO,12,32,38,Ourense,"-7,166299","42,354199",15.9835,0.8482565818009747,34.16283347665741
RIOFRÍO DE RIAZA,7,40,172,Segovia,"-3,43149","41,240043",7.610332400000002,0.1867934695748514,34.15542051588555
LOBEIRA,12,32,41,Ourense,"-8,047366","42,001321",15.9835,0.8482565818009747,34.12129302191459
VILAGARCÍA DE AROUSA,12,36,60,Pontevedra,"-8,763194","42,597268",16.389997500000003,0.8803690527686096,34.11747038415728
SALCEDA DE CASELAS,12,36,49,Pontevedra,"-8,554175","42,103712",16.389997500000003,0.8803690527686096,34.030216944226865
SELAYA,6,39,82,Cantabria,"-3,766878","43,202295",15.6,0.8179608662895931,34.00361983550562
ALCUDIA DE MONTEAGUD,1,4,9,Almería,"-2,255053","37,234074",15.1,0.7784618890909208,33.972588722239784
FUENCALIENTE,8,13,42,Ciudad Real,"-4,291189","38,429757",8.8,0.2807747763876498,33.962795201745
SARREAUS,12,32,78,Ourense,"-7,603612","42,106903",15.9835,0.8482565818009747,33.95416831074601
ARZÚA,12,15,6,"Coruña, A","-8,157796","42,930514",16.2,0.8653596389279997,33.93636994770769
CANDELEDA,7,5,47,Ávila,"-5,206346","40,127775",6.4,0.0911796858340227,33.93241184053228
ALLARIZ,12,32,1,Ourense,"-7,793196","42,194661",15.9835,0.8482565818009747,33.90314849604479
LEIRO,12,32,40,Ourense,"-8,156842","42,373199",15.9835,0.8482565818009747,33.895885999664024
VERÍN,12,32,85,Ourense,"-7,437859","41,946099",15.9835,0.8482565818009747,33.89029067735539
GONDOMAR,12,36,21,Pontevedra,"-8,761748","42,111774",16.389997500000003,0.8803690527686096,33.88571901908419
CAMARIÑAS,12,15,16,"Coruña, A","-9,181685","43,131848",16.2,0.8653596389279997,33.880472780485434
MESÍA,12,15,47,"Coruña, A","-8,218739","43,103801",16.2,0.8653596389279997,33.8307811691433
SANTA MARÍA DE LA ALAMEDA,13,28,135,Madrid,"-4,24546","40,594963",7.989625000000001,0.2167568090929016,33.82128960660902
TOQUES,12,15,83,"Coruña, A","-7,954885","42,969687",16.2,0.8653596389279997,33.79090339514135
BÉJAR,7,37,46,Salamanca,"-5,779311","40,388042",7.830659324999999,0.2041988459485084,33.77207964330334
CELANOVA,12,32,24,Ourense,"-7,955557","42,157281",15.9835,0.8482565818009747,33.724025805780975
BARRO,12,36,2,Pontevedra,"-8,639982","42,549805",16.389997500000003,0.8803690527686096,33.708523624841455
VIVEIRO,12,27,66,Lugo,"-7,597623","43,658982",12.157181250000002,0.5459852276787703,33.70403843915705
CORPA,13,28,48,Madrid,"-3,24815","40,418877",7.989625000000001,0.2167568090929016,33.69946164938239
TABOADELA,12,32,79,Ourense,"-7,81489","42,247559",15.9835,0.8482565818009747,33.665749850224124
MIÑO,12,15,48,"Coruña, A","-8,197028","43,345109",16.2,0.8653596389279997,33.61649249636961
BURELA,12,27,902,Lugo,"-7,36291","43,648636",12.157181250000002,0.5459852276787703,33.612501966166874
BENIZALÓN,1,4,27,Almería,"-2,217377","37,202932",15.1,0.7784618890909208,33.602460497433576
PERALES DE TAJUÑA,13,28,110,Madrid,"-3,35278","40,226416",7.989625000000001,0.2167568090929016,33.59967286697464
RAMIRÁS,12,32,68,Ourense,"-8,014052","42,176309",15.9835,0.8482565818009747,33.5495647018279
MUROS,12,15,53,"Coruña, A","-9,061117","42,772543",16.2,0.8653596389279997,33.52854876924552
BEARIZ,12,32,11,Ourense,"-8,279996","42,480239",15.9835,0.8482565818009747,33.508594995671594
GORDEXOLA,16,48,42,Bizkaia,"-3,080316","43,172961",15.6,0.8179608662895931,33.5007399461019
MORAÑA,12,36,32,Pontevedra,"-8,603082","42,581874",16.389997500000003,0.8803690527686096,33.47518466477373
BALMASEDA,16,48,90,Bizkaia,"-3,192284","43,205402",15.6,0.8179608662895931,33.47473617646888
VILASANTAR,12,15,90,"Coruña, A","-8,128815","43,077793",16.2,0.8653596389279997,33.46674037464869
PORTEZUELO,11,10,151,Cáceres,"-6,510194","39,794588",8.5,0.2570753900684464,33.455151890636145
SANXENXO,12,36,51,Pontevedra,"-8,811498","42,402192",16.389997500000003,0.8803690527686096,33.425685305881544
VALCABADO,7,49,227,Zamora,"-5,747938","41,544999",8.4,0.2491755946287118,33.3987781636962
CASASECA DE LAS CHANAS,7,49,39,Zamora,"-5,672375","41,430018",8.4,0.2491755946287118,33.39779565427759
ONDARROA,16,48,73,Bizkaia,"-2,42415","43,321004",15.6,0.8179608662895931,33.39564089123975
NEGUEIRA DE MUÑIZ,12,27,35,Lugo,"-6,890536","43,12605",12.157181250000002,0.5459852276787703,33.3946425055415
RECAS,8,45,145,Toledo,"-3,974792","40,059047",8.060300000000002,0.222339989519934,33.393845716905915
POZUELO DEL REY,13,28,116,Madrid,"-3,308941","40,361595",7.989625000000001,0.2167568090929016,33.38512990002338
COLMENAR DE OREJA,13,28,43,Madrid,"-3,382139","40,078037",7.989625000000001,0.2167568090929016,33.383247355161224
CADREITA,15,31,64,Navarra,"-1,68526","42,226566",10.807375000000002,0.4393532950960195,33.36878565848907
RIOJA,1,4,78,Almería,"-2,440097","36,971096",15.1,0.7784618890909208,33.34011902526891
CANGAS,12,36,8,Pontevedra,"-8,785062","42,265573",16.389997500000003,0.8803690527686096,33.30999683495696
CURTIS,12,15,32,"Coruña, A","-8,008879","43,135733",16.2,0.8653596389279997,33.293848229704146
VALDARACETE,13,28,155,Madrid,"-3,19937","40,198248",7.989625000000001,0.2167568090929016,33.28765126217419
TORREIGLESIAS,7,40,205,Segovia,"-4,042777","41,108189",7.610332400000002,0.1867934695748514,33.28523634947245
RIBADAVIA,12,32,69,Ourense,"-8,142948","42,287734",15.9835,0.8482565818009747,33.26266719579299
NEGREIRA,12,15,56,"Coruña, A","-8,72928","42,913568",16.2,0.8653596389279997,33.26111373266694
CALDAS DE REIS,12,36,5,Pontevedra,"-8,641389","42,603246",16.389997500000003,0.8803690527686096,33.24100634947958
NAVATEJARES,7,5,170,Ávila,"-5,536969","40,321947",6.4,0.0911796858340227,33.23885308854142
PONTEVEDRA,12,36,38,Pontevedra,"-8,646236","42,433224",16.389997500000003,0.8803690527686096,33.23792657271042
CEREZO DE ABAJO,7,40,53,Segovia,"-3,585749","41,219582",7.610332400000002,0.1867934695748514,33.22370868878613
VALDEPIÉLAGOS,13,28,163,Madrid,"-3,470841","40,764107",7.989625000000001,0.2167568090929016,33.21861560108408
BAÑOS DE MOLGAS,12,32,7,Ourense,"-7,6789","42,226056",15.9835,0.8482565818009747,33.21132062185723
CRECENTE,12,36,14,Pontevedra,"-8,248596","42,154702",16.389997500000003,0.8803690527686096,33.19578642487346
ELDUAIN,16,20,31,Gipuzkoa,"-1,974676","43,162597",14.9,0.7626622982114518,33.177331284705474
BUSTURIA,16,48,21,Bizkaia,"-2,709598","43,382902",15.6,0.8179608662895931,33.15657135308024
PETÍN,12,32,60,Ourense,"-7,09805","42,367138",15.9835,0.8482565818009747,33.15369905129732
CEE,12,15,23,"Coruña, A","-9,157176","42,936222",16.2,0.8653596389279997,33.10977311592949
NIGRÁN,12,36,35,Pontevedra,"-8,810441","42,141381",16.389997500000003,0.8803690527686096,33.107684724656984
CARBALLEDO,12,27,9,Lugo,"-7,817521","42,527179",12.157181250000002,0.5459852276787703,33.10592205557312
BALTAR,12,32,5,Ourense,"-7,738016","41,935268",15.9835,0.8482565818009747,33.09891229535592
ROBLEDO DE CHAVELA,13,28,125,Madrid,"-4,260811","40,459374",7.989625000000001,0.2167568090929016,33.09492066381975
DUMBRÍA,12,15,34,"Coruña, A","-9,095018","43,013564",16.2,0.8653596389279997,33.07128287318839
FUENTES DE OÑORO,7,37,140,Salamanca,"-6,789818","40,575573",7.830659324999999,0.2041988459485084,33.06376529241522
VENTURADA,13,28,169,Madrid,"-3,622334","40,797235",7.989625000000001,0.2167568090929016,33.0616435331744
ROSALEJO,11,10,901,Cáceres,"-5,463436","39,984168",8.5,0.2570753900684464,33.05695810866953
FUENTE EL SAZ DE JARAMA,13,28,59,Madrid,"-3,518467","40,651698",7.989625000000001,0.2167568090929016,33.04666830842387
VILLALBILLA,13,28,172,Madrid,"-3,317085","40,438528",7.989625000000001,0.2167568090929016,33.0413629843825
SOTILLO DE LAS PALOMAS,8,45,164,Toledo,"-4,847872","40,093186",8.060300000000002,0.222339989519934,33.023396597475525
VILLAR DEL OLMO,13,28,179,Madrid,"-3,240879","40,332153",7.989625000000001,0.2167568090929016,33.022012368523974
ORUSCO DE TAJUÑA,13,28,102,Madrid,"-3,2107","40,290136",7.989625000000001,0.2167568090929016,33.00940457114099
SAN XOÁN DE RÍO,12,32,70,Ourense,"-7,313786","42,38597",15.9835,0.8482565818009747,32.99466676221605
RIBEIRA DE PIQUÍN,12,27,53,Lugo,"-7,19609","43,191297",12.157181250000002,0.5459852276787703,32.98947084338604
SUKARRIETA,16,48,76,Bizkaia,"-2,706132","43,39341",15.6,0.8179608662895931,32.98368742353761
TIELMES,13,28,146,Madrid,"-3,302115","40,233236",7.989625000000001,0.2167568090929016,32.97922060738585
PELAYOS DE LA PRESA,13,28,109,Madrid,"-4,32799","40,359931",7.989625000000001,0.2167568090929016,32.96934919817491
SANDIÁS,12,32,77,Ourense,"-7,747582","42,112062",15.9835,0.8482565818009747,32.94791900283897
PONTEDEUME,12,15,69,"Coruña, A","-8,165986","43,405442",16.2,0.8653596389279997,32.941061486502534
MATA DE ALCÁNTARA,11,10,118,Cáceres,"-6,790468","39,716029",8.5,0.2570753900684464,32.92813334723933
MOS,12,36,33,Pontevedra,"-8,596717","42,197907",16.389997500000003,0.8803690527686096,32.89345097725986
LAXE,12,15,40,"Coruña, A","-9,009408","43,222322",16.2,0.8653596389279997,32.87946186841167
PIEDRALAVES,7,5,187,Ávila,"-4,724624","40,329832",6.4,0.0911796858340227,32.876881256340205
ESTREMERA,13,28,55,Madrid,"-3,108814","40,146383",7.989625000000001,0.2167568090929016,32.83960304742733
VILLAREJO DE SALVANÉS,13,28,180,Madrid,"-3,288547","40,184166",7.989625000000001,0.2167568090929016,32.83113761804729
SERRANILLOS DEL VALLE,13,28,140,Madrid,"-3,889228","40,219069",7.989625000000001,0.2167568090929016,32.82083252164459
CARBALLEDA DE VALDEORRAS,12,32,17,Ourense,"-6,834593","42,333302",15.9835,0.8482565818009747,32.81967372096428
CUNTIS,12,36,15,Pontevedra,"-8,573167","42,631979",16.389997500000003,0.8803690527686096,32.81844099147499
VILA DE CRUCES,12,36,59,Pontevedra,"-8,148457","42,788697",16.389997500000003,0.8803690527686096,32.815650451768846
CHINCHÓN,13,28,52,Madrid,"-3,503198","40,129593",7.989625000000001,0.2167568090929016,32.8137600456583
TORREJÓN DE VELASCO,13,28,150,Madrid,"-3,734352","40,194892",7.989625000000001,0.2167568090929016,32.79707606666919
MALPICA DE BERGANTIÑOS,12,15,43,"Coruña, A","-8,811442","43,319529",16.2,0.8653596389279997,32.79041495984879
OUTES,12,15,62,"Coruña, A","-8,86079","42,842397",16.2,0.8653596389279997,32.76985335971065
BOIMORTO,12,15,10,"Coruña, A","-8,161514","43,014754",16.2,0.8653596389279997,32.73383765064567
BUSTARVIEJO,13,28,28,Madrid,"-3,728368","40,841587",7.989625000000001,0.2167568090929016,32.7305507478203
ALDEHORNO,7,40,14,Segovia,"-3,783155","41,508887",7.610332400000002,0.1867934695748514,32.680103589822096
VALDILECHA,13,28,165,Madrid,"-3,303581","40,295197",7.989625000000001,0.2167568090929016,32.66878474915181
MONTERROSO,12,27,32,Lugo,"-7,834968","42,78989",12.157181250000002,0.5459852276787703,32.66743938792438
SAN MARTÍN DE VALDEIGLESIAS,13,28,133,Madrid,"-4,348946","40,389066",7.989625000000001,0.2167568090929016,32.654753645426354
MARÍN,12,36,26,Pontevedra,"-8,703748","42,392227",16.389997500000003,0.8803690527686096,32.648207922852215
MONTEDERRAMO,12,32,49,Ourense,"-7,504001","42,281332",15.9835,0.8482565818009747,32.59888376731924
RÁBADE,12,27,56,Lugo,"-7,622375","43,124846",12.157181250000002,0.5459852276787703,32.58876308659176
PALAS DE REI,12,27,40,Lugo,"-7,856328","42,861238",12.157181250000002,0.5459852276787703,32.58876308659176
VILAR DE SANTOS,12,32,90,Ourense,"-7,803619","42,096562",15.9835,0.8482565818009747,32.57644278022616
CIUDAD RODRIGO,7,37,107,Salamanca,"-6,535703","40,598637",7.830659324999999,0.2041988459485084,32.56282262436075
